Animal ID,Diet,SDNN,RMSSD,LF,HF,LF/HF,timepoint,dose,Trt Code,
11,ND,5.40599219,3.547650053,6.886112065,1.964469842,3.50532847,dobutamine only,baseline,ND-dobutamine only-baseline,-
11,ND,4.50510687,3.168737461,6.426444112,1.018138482,6.311954831,dobutamine only,baseline,ND-dobutamine only-baseline,-
11,ND,5.080747361,4.448033273,4.750658957,2.42784958,1.956735292,dobutamine only,baseline,ND-dobutamine only-baseline,-
12,ND,4.107417423,1.744689489,3.494594089,0.280701836,12.44948782,dobutamine only,baseline,ND-dobutamine only-baseline,-
12,ND,6.009068605,2.515314539,3.001233377,0.3056504559,9.819168656,dobutamine only,baseline,ND-dobutamine only-baseline,-
12,ND,4.88113907,2.396674283,3.209644885,0.4645164522,6.909647376,dobutamine only,baseline,ND-dobutamine only-baseline,-
12,ND,6.415214916,1.727849854,0.5969016666,0.2168505688,2.752594424,dobutamine only,baseline,ND-dobutamine only-baseline,-
14,ND,3.823714338,4.385831052,0.3305724481,0.2368248333,1.395852131,dobutamine only,baseline,ND-dobutamine only-baseline,-
14,ND,2.342408706,3.433542731,0.5105892728,0.7742602991,0.6594542861,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,.,.,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,5.470241833,6.068902615,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,3.84367136,2.6367368,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,5.410361421,5.014612793,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,6.229272167,3.097069056,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,7.044758137,4.66707118,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,7.290896347,3.678804446,5.530630705,0.9779303715,5.655444258,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,8.75731972,4.100681919,6.705497012,0.7059793875,9.498148432,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,2.79170199,2.441823089,0.4394427614,0.2438569136,1.802051682,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,4.505133964,4.111769645,7.088016124,1.626940458,4.356653675,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,8.303181111,5.061088142,7.330610584,0.9008759755,8.137202882,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,5.412667297,4.772804314,3.381816708,0.9942404216,3.40140738,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,4.11078519,3.229300808,3.891357869,1.281595331,3.036338986,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,8.11206977,3.159655901,9.293799364,0.9272153873,10.02334462,dobutamine only,baseline,ND-dobutamine only-baseline,-
15,ND,9.051733324,4.494562759,7.856345848,0.8055965552,9.752208841,dobutamine only,baseline,ND-dobutamine only-baseline,-
16,ND,5.971118715,7.672795766,3.938569181,2.787357011,1.413012099,dobutamine only,baseline,ND-dobutamine only-baseline,-
16,ND,5.501743218,6.981126693,3.341975797,2.957545987,1.129982699,dobutamine only,baseline,ND-dobutamine only-baseline,-
16,ND,6.640497103,5.336977921,9.287190859,1.298005755,7.154968935,dobutamine only,baseline,ND-dobutamine only-baseline,-
17,ND,3.336236912,2.311789536,2.24787742,0.4210716519,5.338467717,dobutamine only,baseline,ND-dobutamine only-baseline,-
17,ND,2.324912339,1.663343126,0.633104292,0.3210618853,1.971907352,dobutamine only,baseline,ND-dobutamine only-baseline,-
17,ND,1.381477733,1.764396565,0.136781475,0.2397739012,0.5704602307,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,6.61206284,9.121403401,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,8.863979071,9.474205158,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,6.524424514,8.738385148,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,13.48630363,17.75293403,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,13.11960455,18.52785066,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,10.17605491,11.29079335,.,.,.,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,7.234949504,7.820159028,9.417259463,3.522054343,2.67379732,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,6.855496265,7.569326389,6.635945202,2.974090186,2.231252177,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,7.777159185,10.12325475,18.27972446,7.09898373,2.574977653,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,7.704803526,11.19531343,7.364071845,6.776768635,1.086664197,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,6.403371131,8.940720446,8.349044828,4.759850478,1.754056113,dobutamine only,baseline,ND-dobutamine only-baseline,-
18,ND,8.293022916,8.115637265,9.368044314,4.215138772,2.222475895,dobutamine only,baseline,ND-dobutamine only-baseline,-
1g,VDD,4.11973898,2.416956791,2.499410656,0.332189283,7.524055663,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,9.486762891,5.2287305,11.77437064,1.708989651,6.889667606,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,11.33197852,4.280838866,5.703623157,0.5236885138,10.8912512,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,8.755181762,4.829751104,12.4161819,2.181714897,5.691019441,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,5.010482068,4.284079053,5.677253517,0.9571386385,5.931485042,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,6.935744859,4.41718815,4.765127535,1.436008167,3.318315066,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,4.594244997,1.880957995,2.415645065,0.2659868747,9.081820551,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,6.274312376,2.385333271,4.65925824,0.2411632926,19.31993128,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,5.166179926,2.954590877,1.810958872,0.3886694903,4.659380058,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,5.236005284,2.314596586,6.233351267,0.4953881608,12.58276188,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,3.498472547,1.983944919,1.260633111,0.2799630087,4.50285599,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,9.472525668,3.052150057,1.796765654,0.3346031475,5.369840864,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,5.336111294,3.278540827,7.756734722,1.032195646,7.514791166,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,4.324138814,2.74435829,3.124319934,0.4562271949,6.84816681,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,4.854272217,2.704928787,3.089025943,0.4656207973,6.634209556,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,3.995475851,3.82095005,4.281115832,0.9046153944,4.732525954,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,3.765987177,3.134787195,2.99897936,0.6587281531,4.552681324,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,4.800096745,3.944345114,4.439800024,0.9983455522,4.447157614,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,6.222303062,4.805584208,4.43868344,1.222968733,3.629433297,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,5.105273236,4.726148954,3.983832685,0.90471152,4.403428714,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,7.397494599,3.526847808,4.373421271,0.6914665503,6.324848641,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,8.309959869,3.691932155,6.549676247,1.177462624,5.562534312,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,6.494136984,3.594170308,7.854752697,1.034561892,7.592346828,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,5.574151875,4.593493103,3.625156703,0.9306603311,3.895252201,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,7.942315955,3.271511329,8.300758967,0.661110341,12.55578449,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,9.541884523,5.121096735,13.5345472,1.341094763,10.09216318,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,12.97131887,4.559479285,19.49159455,1.714013131,11.37190503,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
1g,VDD,2.84669648,2.862544748,3.088919803,0.766949735,4.027538785,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,9.387758505,5.985323694,30.06882303,2.97214062,10.11689111,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,8.713691194,6.758091652,20.17098371,3.096338585,6.514463182,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,8.26480776,6.201746055,10.11490796,2.988087292,3.385077801,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,8.891396446,6.644949545,15.57821712,2.534414241,6.146673603,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,6.601515213,5.356412458,10.738422,2.581873688,4.159158541,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,4.724802238,4.790506127,3.736613227,1.764246667,2.117965303,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,4.958443817,4.660090173,10.67212148,2.024891319,5.27046631,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,3.939472068,4.898205054,3.357558463,1.73623624,1.933814296,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,4.924136962,3.43783684,1.276704316,0.5862761575,2.177650071,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,5.421377943,4.650330179,8.70579904,1.585003978,5.492603905,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,7.927597059,5.335377931,8.715110195,2.78201096,3.132665658,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,5.284029553,5.144912612,7.702213384,2.230444774,3.453218601,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,5.029869735,5.18026522,4.180949119,1.780013362,2.348830188,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,8.499540967,5.458537517,7.095853767,2.308308029,3.074049771,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,6.425477896,4.944114432,17.95543146,2.029474266,8.847331433,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,7.417128477,5.071733493,10.60735294,2.898004368,3.660226691,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,4.970015481,3.710290268,4.924131967,0.902675552,5.455040802,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,5.767227339,4.552737858,10.21697236,1.4288246,7.150613419,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,5.046402536,4.668875668,2.929997834,1.525675116,1.92045987,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,4.180884429,3.74816517,3.981723911,0.8842987805,4.502690718,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,3.397993883,3.078799225,2.469879954,0.6891331095,3.584039019,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,3.843567486,2.431769996,1.149445779,0.4998053828,2.299786713,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,5.888470347,2.378257471,1.919705072,0.1730605765,11.09267698,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,4.874689443,2.876724143,7.177087037,0.7558323321,9.495607335,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,8.301854601,3.708971393,3.629588347,0.9833554855,3.691023644,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,5.176445851,3.568178138,3.743949989,0.6290376419,5.951869554,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,4.56946685,3.096782542,4.762796446,0.8772731309,5.429091897,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,6.021126826,4.347778123,6.30477773,1.008361297,6.252498729,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,8.814481266,3.245876505,4.482094855,0.648127267,6.915454856,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
3g,VDD,7.587141003,2.740583972,0.7569725486,0.3983700669,1.900174264,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,3.723046036,2.794941128,4.714040553,0.9175269912,5.137767715,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,5.104105281,4.172089298,4.471330719,1.174792859,3.806058816,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,5.393231261,3.155395655,7.915528161,1.342749367,5.895015372,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.560284499,3.519303366,5.474543314,0.6898502161,7.935843444,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,8.275586043,4.520354448,15.79694324,1.837168707,8.598526192,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,8.299518156,4.310826384,17.57813261,1.613376183,10.89524737,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,10.04425009,4.481704381,13.55588948,1.460423021,9.282166392,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,9.577567092,3.566945067,15.34542971,1.628591397,9.422516748,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.944003592,4.537668925,10.44412024,2.727440266,3.829275519,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,13.07518656,6.713438323,31.48846137,3.686849915,8.540749446,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,10.44835646,5.166606258,10.71831917,2.023334048,5.297355216,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,9.172478766,4.704445255,31.13213953,2.330068474,13.36104062,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,8.190346793,5.17415287,22.61725135,1.841433841,12.28241321,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,8.485788202,3.790663203,9.21500632,1.179158369,7.814901344,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.436601909,3.154653352,10.77364248,0.9461065319,11.38734605,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,5.689037032,3.078211916,7.709857426,0.9615878088,8.017840238,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.311997706,4.102144099,8.91553415,1.324148541,6.733031738,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,4.567754435,4.880360113,2.376637054,1.767465766,1.344658041,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,7.387200396,4.387965051,3.49581505,1.893482998,1.846235247,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.778285491,2.998498123,13.81769918,1.401229465,9.861125191,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.523170721,3.591745668,7.075340263,0.8495784278,8.328060167,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.710754271,3.950006047,4.241242443,1.051694672,4.032769734,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,10.02709922,4.300626544,24.93694201,2.372045912,10.51284121,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,7.168966182,3.599971177,3.66207789,0.7512431552,4.874690524,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,7.051193649,3.805053399,5.276410204,0.5686086036,9.279511725,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,10.17456817,5.163040973,9.60982527,1.924074509,4.994518262,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,8.665418918,5.449913382,13.65444418,1.389484722,9.826984034,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,9.002123609,6.438139901,17.55183194,2.305305951,7.61366704,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,8.917707479,6.162956128,14.43700943,1.661468616,8.689306131,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.015941132,7.721114093,3.708809897,3.863583066,0.9599405097,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.213143,7.350227761,6.845135989,2.839408296,2.410761425,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,5.949973108,7.316347375,1.950168701,2.544233531,0.7665053847,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,7.459363803,5.732490365,7.250060899,2.016317362,3.595694325,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,3.898732329,5.719025885,0.3310843281,1.57955826,0.2096056452,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,5.858809166,8.351646544,4.229901493,4.153168899,1.018475674,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,5.433562051,6.068798884,3.201201672,3.153318512,1.015185006,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.417681071,5.644897241,7.662884964,0.7675687368,9.983320837,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,6.852816215,7.723918353,21.45473354,1.647916117,13.01931167,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,5.915547496,6.487944636,10.65247403,2.222014925,4.79406052,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,9.310882328,5.294213908,9.131278385,1.811471635,5.040806717,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,7.92696037,4.113336873,8.579613073,1.378307704,6.224744337,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
4g,VDD,4.665267429,3.888485676,2.39687275,0.9858729393,2.431218725,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
5g,VDD,4.019219676,2.701497926,3.634049575,0.3729731047,9.743462813,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
5g,VDD,4.179140291,3.271134438,3.982033948,0.6356340477,6.264664334,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
5g,VDD,4.792259306,3.147916766,3.880427944,0.6003995165,6.463076397,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
5g,VDD,8.628038613,2.456056751,2.693686003,0.4623563708,5.825995214,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
5g,VDD,5.928311047,3.209005934,0.5079139495,0.2639125099,1.924554276,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.678492522,3.953594717,5.04232668,1.088614975,4.63187334,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.449008465,4.600514772,7.499907577,2.577418017,2.909853011,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.08418179,4.296102225,7.883554443,1.365489492,5.773427397,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.290620102,4.522174983,15.63730033,1.915248339,8.164633282,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.581386774,3.587915039,5.936517982,0.9608863217,6.178168893,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,4.742779539,2.54296415,5.257435727,0.6862825265,7.660745428,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,3.687010773,2.395093023,1.913584346,0.5750997549,3.327395516,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.821798061,4.220981845,12.6063656,1.74133458,7.239485015,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.875312437,4.567583662,10.0977964,2.398127684,4.210700068,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,5.737119749,4.519918973,7.499218516,2.049201026,3.659581672,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,5.415220833,4.056392608,7.248541233,2.042960043,3.54805825,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,5.780936153,4.188825741,10.4850996,1.341094728,7.818313939,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.03875222,3.790883938,13.66438371,1.397629209,9.776830385,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.208529662,5.025229697,5.345187525,0.7634403708,7.001447303,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,5.009662049,2.803803465,3.305872875,0.4864464134,6.795965154,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,4.140049112,2.928742662,4.069332212,0.9004865785,4.51903705,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.246103878,4.05454509,11.90232577,1.872660419,6.355837742,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.329831292,4.450043925,15.17893854,2.13749918,7.101260522,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.445842448,4.94565056,15.41405108,2.002535089,7.697268908,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.405201495,4.664479891,10.84536571,1.474282005,7.356371223,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.735381313,4.271692229,13.71502491,1.503089601,9.124555778,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.028660104,5.781617142,6.282599056,2.960547508,2.122107157,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.405221777,4.502817154,9.209776651,2.04659796,4.500041939,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.343142985,4.350980864,7.178350944,1.554069322,4.619067401,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,4.48466167,2.542738139,2.818617413,0.5678327863,4.963815899,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.772114513,4.357391352,9.87179011,1.407884838,7.011788067,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.957966062,5.965352812,17.27229222,2.83897966,6.083978854,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.687456914,5.117380986,23.55682444,2.222578193,10.59887319,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.412703879,4.713838168,15.03269792,1.870488489,8.036776491,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.177587274,3.871021845,6.09115398,0.8329478368,7.312767632,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.682390696,4.185507298,4.610584962,0.907142348,5.082537456,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.173229976,4.246744484,18.95407136,1.996667735,9.49285203,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.549204096,5.369792051,12.23107448,3.190169167,3.833989308,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.957762723,4.96503998,17.82422068,2.464733345,7.231703469,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.659682832,4.536503695,20.8365556,1.791062929,11.63362563,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,9.120428626,5.12777142,24.81015047,2.571265742,9.649002848,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.404834358,4.468029895,7.154987524,1.603814175,4.461232251,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,7.291130057,4.187883091,12.19973203,2.219793841,5.49588516,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,6.466245177,4.712052059,6.818014155,0.9100870745,7.491606403,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,8.851073664,4.537008971,17.67295651,1.611958449,10.96365513,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
6g,VDD,5.486646101,5.984880278,6.0133909,1.694614041,3.548531261,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
8g,VDD,4.935438037,3.991164825,3.37423282,0.8431346515,4.002009423,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
8g,VDD,3.192071535,3.222468481,1.809503776,0.5636183768,3.21051238,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
8g,VDD,2.665989119,3.256980733,1.459517665,0.6820203837,2.139991267,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
8g,VDD,2.993666984,2.891080095,1.76436647,0.5740633284,3.07347009,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
8g,VDD,3.73178237,3.65135832,1.290680824,0.7846510238,1.644910648,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
8g,VDD,3.521530263,2.055591045,0.760015352,0.1482906177,5.125174902,dobutamine+GsMTx,baseline,VDD-dobutamine+GsMTx-baseline,-
